video_id,qid,question,answer,a0,a1,a2,a3,a4,type
10030609934,9,what did the boy do after looking at the toy on the ground at the beginning of the video?, bend down, bend down,falls,put his hand into his mouth,hides below the table,stood up,TN
8531675050,6,what did the woman do after doing up her hair?, go near the man,carry boy,looking at book,lean on him,dance, go near the man,TN
4968805923,6,what did the man in white do after the rightmost man in black threw the balloon?, hit the balloon,raise his hand,drop bat, hit the balloon,walk towards the thrown disc,jumps,TN
5498331490,0,what did the cat do after pooping?, turn around,bite boy, turn around,climbing over it,hit the bird,lady s leg,TN
4984417707,4,what was the ball doing after the elephant moves around at the goal post?, kicked over,eat and drink,guide the baby elephants,swim in water,swimming, kicked over,TN
4584426085,8,what was the lady doing after the puppy climbs onto her?, put the red shirt over its body,moved back to the wall, put the red shirt over its body,walk away,bite her arm,look around,TN
4516967897,4,what did the two ladies do after staring at the fountain at the start of the video?, start talking,hanging clothes,scratch her head,kiss her,nodding, start talking,TN
9917882506,3,what did the girl do after the boy starts cycling again in the middle?, come to a stop,turn around,dancing backward,open his mouth,touch his cheek with palm, come to a stop,TN
4244817395,7,what does the man do to the boy after patting his head?, leave him in the middle,show boy toy plane,let him hold string,turn around,hold his hands, leave him in the middle,TN
7001078933,0,what did the man with white helmet do after he shifted his position?, bend down,smile and pose,push the trolley,clicks the picture,wipe his eyes with towel, bend down,TN
6160414832,1,what did the man in striped do after shaking the dice?, throw the dices,stretch arms in the air,adjust girl s posture,dig deeper into box,throw the ball, throw the dices,TN
2834146886,8,what does the white dog do before smelling the black dog?, go to the cushion,drink again,shake its body, go to the cushion,wagging tail,touch lady in blue stripes,TP
3441428429,10,what does the male skater do before the female skater continues skating?, put her back down on the ice,put hand in mouth, put her back down on the ice,jump,move her arms up and down,laugh and run forward,TP
6356067859,6,what does the girl in white do before feeding the horse with grass?, bend down in the middle,grab her, bend down in the middle,run towards the camera,umbrella,put her arms up,TP
5296635780,7,what does the lady do before the man leans forward?, appear to punch him and smiles,look at him,touch their chests,kick him, appear to punch him and smiles,sit back properly,TP
6136926089,8,what does the baby do before moving toward the slides?, let go of the cart,open her eyes, let go of the cart,touch the toy,turn to his back,lean forward and put head down,TP
6018490041,6,what does the man in white do before hitting the cans at the start?, move forward,sing,walk forward and observe, move forward,clicks the picture,start dancing,TP
7416295940,7,what does the dog do before backing away?, the baby touches and caresses the dog's back,smile and wants to pet it, the baby touches and caresses the dog's back,get up and sniff boy,play with toy,feeding,TP
3943634344,4,what did the girl do before standing up?, finish reciting the pictures on the book,hug the girl,smile, finish reciting the pictures on the book,continue tlaking,nod,TP
4094488636,4,what does the brown dog do before looking around near the start?, step over the red strap,mount the black dog, step over the red strap,looks at the camera,walks away,walk away,TP
3429509208,3,what did the baby do before raising his hand to take the camera?, approached near the camera,move his legs,suck his thumb, approached near the camera,turn back to the toy,bored,TP
3477387686,2,what did the girl do before smiling at the camera in the middle of the video?, lift the dog's ear,starts to draw,look at the baby,push cheeks up, lift the dog's ear,wet the cloth,TP
8740703217,1,what does the baby do before eating the food?, stop waving her arm up and down,kiss baby cheeks,walk through her legs,smile, stop waving her arm up and down,bring book closer to baby,TP
4584426085,1,what did the lady do before dressing the puppy?, grab the puppy the second time,walk across, grab the puppy the second time,no,place paw on her palm,shift her weight,TP
5445581571,2,what did the white dog do before getting up?, look up,hit cans,yellow toy,walking, look up,smells the black dog,TP
9088819598,5,what does the baby do before moving his body?, the ball rolls to the crook of his arm,swings with the man,watch the ball,stretches his arms,throws it, the ball rolls to the crook of his arm,TP
9565310990,7,what does the baby do before touching the cloth?, reach the corner of the cloth,swing it around, reach the corner of the cloth,turn to his back,looks at the other side,walking,TP
8464056582,4,what does the baby do before the dog sniffs the baby's head at the start?, sit down,play with dog, sit down,love,move to the other side,happy,TP
8064178441,7,what does the baby do before tossing the penguin toy away near the end of the video?, move it nearer to him,toy,poke dough, move it nearer to him,moves it around,look at the camera,TP
4217422838,4,what did the lady do before putting the box aside?, close the box in front of her at the beginning of the video,stand up,go to the adult, close the box in front of her at the beginning of the video,point at something,touch the child s head,TP
4138579400,6,what did the boy do before touching his hair?, touch his spectacles,look into camera,touch the cat, touch his spectacles,starts running with the trolley,play with toy,TP
4273039295,8,what does the child do before the woman in green beanie runs and catches him?, run away for a while,follow girl, run away for a while,walk around,put hand on table,push the board away,TP
10597533885,4,what does the baby do before playing with another toy?, touch the toy house in the middle,takes support, touch the toy house in the middle,push the toy train,crawls forward,dances,TP
3249402410,9,what did the lady in red do before the lady in pink walked away?, pass her the pan,talk to the person in front,pick up hat, pass her the pan,take a photo,take the plate,TP
4485498145,0,what does the lady in pink do before talking to the person in front?, drink some water at the start,taps water with her foot,turns around,make more bubbles, drink some water at the start,take the brush out,TP
4688219212,3,what does the boy do before pulling himself up?, catch the rings at the start,put ball into hole again, catch the rings at the start,trying to open the box,drop bat and run,run back,TP
7114553643,1,what did the man in brown vest do before holding the lady's hand in the middle of the video?, stand up,put in front of baby,laugh,hold the leash and pat dog,look back at blonde girl, stand up,TP
5658916668,6,what did the man do before getting back up?, fall,crawl up,put hand on head,walk towards the boy, fall,crying,TP
3972259774,0,what does the man do before sitting down at the start?, remove the card from the camera, remove the card from the camera,look at the camera,heat the red tube in machine,stop,motorcycle drove past,TP
3321261856,2,what did the girl do before she stomped her foot?, point, point,walk forward,turn her front,skiing,said something,TP
5333075105,11,what did the man do before he stopped?, reach the cameraman,play with toy,inspect wings, reach the cameraman,move to the side,pick up something,TP
3557498300,9,what do the two kids do before the adult separates them at the end?, approach the adult,play guitar and sing, approach the adult,pick up the kids,pick up grass,lean against the screen,TP
5801184682,2,what did the human do before the cat plays with the hand?, put the hand on the floor,bite it,sit there,ran away, put the hand on the floor,play with cat,TP
5328004991,6,what does the boy do before shaking the box near the end?, pick up a box,pass toy to baby,swing it down,climb up,enters a room, pick up a box,TP
4087654898,7,what does the girl do before picking up the bucket?, fill the bucket,dance,swing her right hand,reach for something,carry the girl, fill the bucket,TP
11541421563,5,what does the woman in brown do before leaving her seat?, sit for a while at the start,touch baby s hand,run,look at the lady in red,stand up and flip the chart, sit for a while at the start,TP
7288107396,3,what did the boy do before running to the present?, get down from the stairs,run towards the book shelf,continued moving his bicycle,put his arms back up, get down from the stairs,lean against the screen,TP
4199369046,8,what does the lady do before the other people laugh at the beginning?, finish drinking,tap bottle cap, finish drinking,move away,leave the stage,put the pot down,TP
5445581571,7,what did the black spotted dog do before looking at the white dog?, look up, look up,chase the brown dog,trying to chase the white dog,bends down,play with ball,TP
4483447009,3,what does the duck do before moving towards the fence?, peck for a while at the start,walk a few steps,look down at the grass, peck for a while at the start,walk around,swim in water,TP
8811725760,6,what did the girl do before sliding down?, pose for a photo,turn to look, pose for a photo,speaks and move her body,smile and wave,pass the ipad,TP
5913180144,2,what did the man in grey suit do before the man in blue socks takes a step away?, put him down,arm wrestle,play with sand,walk along the lighted up wall, put him down,bite him,TP
8189958994,8,what did the lady do before rubbing the dog?, stop the black dog from circling her,move towards the lady,walk white dog,go to the lady, stop the black dog from circling her,moves away,TP
4762946272,4,what did the woman do before the boy poured the flour?, pour flour into the spoon,take out candle,nodding and smiling,happy, pour flour into the spoon,looking at her,TP
8513603944,8,what does the child in blue helmet do before continuing to walk?, turn around,the girls riding, turn around,moves the object,reading something,eat it,TP
10607095936,6,what does the lady do before talking to the audience at the start?, take the microphone from the man in red cape,put 2 fingers up, take the microphone from the man in red cape,turn behind her,eat,put hands together,TP
6097994550,0,what did the man on the ground do before the man kneels at the side?, come off the person on the ground,touch the camera, come off the person on the ground,talk to camera,hold each other arms,hug man,TP
4151403382,4,what does the boy in brown bib do before bending down to play?, see the piano,acknowledged him,grab book,pull his scarf, see the piano,take it from him,TP
3655906094,9,what did the man with sunglasses do before the man with the grey hat bends down?, talk to the man with the grey hat,adjust his posture,performing,turns toward the man in beige,wave hands around, talk to the man with the grey hat,TP
5061117640,5,what does the man in grey do before sitting down?, walk for a while in the room at the start,adjust a chair,look at the presenters, walk for a while in the room at the start,pose,pick something up,TP
7164729910,6,what does the boy do before retreating backwards at the start?, hit the wall,pull himself up,got up a little,standing and touching his lips, hit the wall,throw ball in,TP
13919236672,7,what did the girl do before she closed the red box?, drag open the red box,lies down, drag open the red box,hit her back,say something to the girl,walk towards her,TP
3046900922,2,what does the child do before walking away near the end?, be put down on the ground,withdrew toy,touch the cloth,a toy, be put down on the ground,happy and excited,TP
4859057828,3,what do the three ladies do before laughing?, pose together, pose together,move closely to the camera,get off stage,start dancing,stand in a line,TP
4782722858,3,what did the lady in brown skirt do before singing to the microphone?, shake her body the first time,carry the cat,get up after a short while,teaching her which note to play,looks surprisingly in the camera, shake her body the first time,TP
5323654756,6,what did the girl in pink do before moving the balloons towards the boy in blue?, approach him,point below the piano, approach him,give girl more instructions,shift away from him,touch the baby s chin,TP
3557498300,7,what did the boy in light blue do before the boy in red ran?, run off with the kite at the beginning,take the bike,lie down on the ground,cover his eyes,waves hand, run off with the kite at the beginning,TP
6329077812,9,what did the lady do before continuing to feed the baby?, clean the baby's mouth,clean baby s feet,look into the camera,spits out food,take off bib, clean the baby's mouth,TP
6592821115,6,what did the woman in grey do before carrying the baby?, clap her hand,smile and hug,put the cup on her mouth,open her arms wide,raises her hands, clap her hand,TP
5996148663,8,what did the lady do before bringing the water to herself?, try to collect it with her hands,close the water bottle,give towel to the lady,gesture and move a bit, try to collect it with her hands,walk away and play,TP
7536230796,8,what does the baby do before getting distracted?, watch the tv for a while,jump down, watch the tv for a while,excited,clap,moves the baby,TP
13919236672,9,what does the girl do before dragging the box out?, approach the red box in the middle,look down at baby, approach the red box in the middle,put glass cups away,walk away,put in her mouth,TP
4179163342,12,what did the man do before the tallest girl jumped up and down?, point at her,walk,dance, point at her,take the food,take a few steps,TP
5237219621,5,what did the woman in pink do before the woman in black near the tv gives a thumbs up at the middle?, speak, speak,walk to boy in white,claps,dance,climb up,TP
4378803532,7,what did the boy in stripped do before exchanging the sparkles?, ask for an exchange of sparkles,cover the cup,read the book for the baby,toy glasses drop,looked at his right, ask for an exchange of sparkles,TP
10042935613,10,what does the shirtless man do before picking the plate and moving forward?, walk into the counter, walk into the counter,bend down and listen,put down the bottle,sit down,on the floor,TP
4838113006,8,what does the lady do before touching another bell?, pick a bell from table b and place something underneath it, pick a bell from table b and place something underneath it,pretend to feed toy dog,walk to show camera,drag it towards her,talk,TP
7571121368,6,what did the child do before jumping over?, walk to the middle of the intersection of the bridge,follow baby,falls down, walk to the middle of the intersection of the bridge,turn the corner,lift baby away,TP
3388598772,5,what do the man in blue and the woman in black do before taking a drink?, finish kissing,bend down,smile shyly, finish kissing,wave,look at camera,TP
2552130183,10,what does the baby do before it crawls near the end?, the lady lays it down on the ground,throws the pink toy, the lady lays it down on the ground,plays with the baby,roll onto her stomach,approach baby,TP
7088595057,9,what did the black sheep do before it fell back?, try to get up from the floor,sniff slippers, try to get up from the floor,get up slightly,look at dog,plays with the brown dog,TP
5902452647,4,what does the boy do before the girl walks backwards in the middle?, walk a few steps towards her,put envelop on table,pass boy kite handle, walk a few steps towards her,walk to the sofa,kiss girl,TP
8177965766,0,what did the woman do to the microphone before switching to the other hand?, hold it in one hand,walk away,smiles,she talks to the other people, hold it in one hand,talks,TP
9735768590,5,what does the woman do before brushing her hands across the baby's tummy?, tuck out her tongue,hands over the remote,pick up shoe, tuck out her tongue,look to her left,put down her club,TP
4164771889,3,what does the boy being buried do before moving his legs?, put his head down the last time,run after cat,look towards the right,talk to camera,roll in the snow, put his head down the last time,TP
6806999702,8,what did the dog do before the girl chased after it?, take the ball away,pick up the ball, take the ball away,shift her feet,dress the puppy,dip it in pool,TP
5134317883,7,what does the man in blue do before the man in red takes out the piece?, finish cutting out a piece on the pumpkin, finish cutting out a piece on the pumpkin,stand up,put pieces on board randomly,pick up toy leg,bend over and look,TP
7330294814,7,what does the lady in white do before showing the baby a soft toy?, sit on the couch, sit on the couch,rolls,play with baby,look down at its body then turn back,cross legs,TP
3402648543,6,what do the small dogs do before the big dog moves away?, suck it for a while,bite the bigger dog,takes the ball,walk to the man,move towards big dog, suck it for a while,TP
2679328607,11,what does the girl do before passing back the toy?, the boy passes her the toy,touch her cheek with palm,wipe baby s mouth,turn to her,keep the toy aside, the boy passes her the toy,TP
2871995580,6,what did the boy do before the man watched him?, take a stick toy and the ball from the basket of toys,adjust toy,put ball into hole again,swing his arm,laughing, take a stick toy and the ball from the basket of toys,TP
5427285434,1,what did the boy do before dancing?, reach the kitchen, reach the kitchen,turn back to table,look into camera,walk towards the girl,look at him,TP
5766018720,3,what did the baby do before looking at the toy guitar?, pick up the toy guitar,look around,waves her hand, pick up the toy guitar,daydream,sing,TP
4164771889,1,what does the boy in blue pants do before playing with sand?, fall backwards, fall backwards,go to the lady,lost balance,spread his arms out,stunned for awhile,TP
3105728894,7,what does the man in colorful clothing do before throwing a piece of paper?, reach the stage,sway along with music, reach the stage,playing the guitar,pink,performing a song,TP
11565498775,8,what does the boy do before holding the rod?, move closer to the man,grab the back of his chair, move closer to the man,cooking,happy,eat food,TP
6582763207,5,what did the girl do before looking at the lady in red?, stop hitting the board in front of her, stop hitting the board in front of her,continue cycling,walk toward the red chair,point at the music script,touch her own face,TP
3402648543,9,what do the small dogs do before the big dog runs away at the end?, run after the big dog,watch,ran after it, run after the big dog,scare him,run back,TP
5801184682,0,what does the human do before placing the cat on the carpet?, carry up the cat,turns over,move away,push it, carry up the cat,caress cst,TP
5173770364,1,what does the baby do before putting both hands on the adult's leg the second time?, remove her face from it,shake its body,dancing, remove her face from it,jumps,touch the toy,TP
5349766264,9,what did the man in black checkered shirt do before the lady makes noise with a spoon?, look at her and do some hand gesture, look at her and do some hand gesture,bite her lips,rubbing her head,smile,looking into temple,TP
2920952624,7,what does the shorter woman do before throwing ingredients into the pot?, put her left hand into a bag,pick up bag, put her left hand into a bag,happy,look around,talk to the girl,TP
7571121368,8,what did the child do before the lady in pink waited for them?, walk to the middle of the bridge,for children to play,pass girl something, walk to the middle of the bridge,nervous,stop rowing,TP
7059877301,2,what did the brown dog do before it smelled the light brown dog's head?, come near the light brown dog, come near the light brown dog,chasing the brown dog,chase,look at that direction,lick brown dog s ear,TP
4336654741,6,what does the baby do before smiling?, hold the arm of the lady in the middle,kiss the baby,wear pants,put on keyboard,push trolley, hold the arm of the lady in the middle,TP
4024008346,7,what does the man do before the child moves the balloon around at the beginning?, pass him the balloon,try to catch it, pass him the balloon,smile,play with baby s hands,laugh,TP
4036955771,7,what did the girl in red and blue do before turning back?, walk in front of the performers, walk in front of the performers,take video,adjust boy s position,pat her head,flipping the pages,TP
8208035645,2,what does the boy do before cycling towards the left?, go downslope at the start,wave at girl,take kite from man,stop the bicycle,unhappy, go downslope at the start,TP
5996148663,9,what did the lady do before she stuck out her tongue?, tilt her head upwards, tilt her head upwards,danced,run upstairs,playing tablet,continue walking,TP
5133787349,1,what did the man in black do before the man in white makes a hand gesture on stage?, push the man in black,clap,looking around,playing piano,bleed, push the man in black,TP
4179163342,11,what did the girl do before the dog walked off in the middle of the video?, hug it,plays with him,run, hug it,look at the baby,observe dog,TP
2401167740,7,what does the man do before drinking the cup?, finish talking,use microphone, finish talking,talks to the lady,turn around,raise his hand,TP
4542882771,7,what does the baby do before looking at the camera at the end?, eat the food on the spoon,clap,calmer and happier,moving back and forth, eat the food on the spoon,playing with spoon,TP
4276006683,8,what does the cat do before it runs away at the end?, push the finger of the person,lick the ears,run towards the camera,leave the bed, push the finger of the person,push it,TP
3321261856,7,what did the golden cat do before sitting down?, stand at the side of the wall for a while,walks across,pet cat more,lick mouth, stand at the side of the wall for a while,cleans the toilet bowl,TP
11541421563,7,what does the woman in brown do before the man in orange points at the book at the start?, look at him,perform a fire trick,annoints her,walk same direction as woman, look at him,attentively,TP
6621511673,5,what does the man do before the baby does the action of the magnet?, point at a specific magnet on the tree,sit behind her and guide her,moves his hand,move, point at a specific magnet on the tree,stand up,TP
5349969207,5,what did the two other dogs do before the black dog got up slightly?, come into the room,chase the cat,bark at white dog,lying down, come into the room,walk away,TP
4087013668,5,what did the baby do before the lady in pink shirt scratched her arms?, throw the peels out,hold a cross sign, throw the peels out,sits down,take a blue mini bucket,touch the baby s arm,TP
6143391925,6,what did the baby do before leaning on the lady?, point at the television,step off pad, point at the television,touch baby,touch baby s foot,flail around,TP
2973331780,8,what did the lady with blonde hair do before the lady in black swayed her body?, reach her,hit her with cushion,point towards the board, reach her,goes away,hi-five,TP
8188651630,6,what does the cat do right at the end before it sniffs the human's foot?, rub its cheeks and face on it,stand still,lick the ears, rub its cheeks and face on it,sat down,walks across,TP
4444192938,3,what did the girl in pink do before putting both hands by her side?, touch the boy in red's bag,come out from behind the curtains,taps water with her foot,bite the doll s legs, touch the boy in red's bag,looked at the ground,TP
5056964274,5,what did the boy do before he eats the food?, drink from the green pack,said something, drink from the green pack,the case on his left,drink more,standing still,TP
4626085492,7,what did the black dog on the sofa do before it jumps down?, drop the red toy,jump on man s leg,jump onto couch,push dog away,put it on boy in red, drop the red toy,TP
2705374471,4,what does the boy do before pushing the toy down?, toss up the toy,move forward,crawled forward towards the man,kicks it, toss up the toy,places them back in the toolbox,TP
3198533789,9,what does the man in white do before pushing the cords away?, lift his leg up,touch his hand,moves the object, lift his leg up,change direction,run towards the camera,TP
3830567237,2,what does the man in black do before washing the horse's body at the start?, let the horse drink water,happy, let the horse drink water,continue running awhile,bend down,swing over his head,TP
6159637889,5,what does the baby do before the person swings the cradle higher in the middle of the video?, wave its hand,squeezing tube,toy falls,teething,hold the baby up, wave its hand,TP
3049351381,4,what does the baby do before yawning?, put down its hand in the middle,look up smile and move hand, put down its hand in the middle,touches the plant,looks at the other side,touch the cloth,TP
4083875373,5,what does the girl do before walking to the television at the end?, stand up,wave and dance,fall backwards,stop and point,walk around it, stand up,TP
2771402761,9,what does the woman in white do before the girl talks to the lady?, points her finger,walk over,start talking, points her finger,look at parcel,stand up and take,TP
4443526735,8,what does the baby do with his right hand before touching the red toy at the end?, turn,clap hands,hit the table,stares at woman,show the toy, turn,TP
5919180502,7,what does the man do before dancing to the rhythm?, get the camera to face him, get the camera to face him,bend down and touch the woman s back,squats back down,pass photo to lady in white,take video,TP
6025238212,6,what did the girl in gold do before pushing the man at the end?, attempt to hit the man, attempt to hit the man,walk away,look at her and ignore afterwards,climb up from the chair,put cards together,TP
7331927796,5,what did the big white dog do after the boy walks away after the middle part of the video?, run over the brown dog,look at second toy,put leg on other boy,chases after him,waiting for his turn, run over the brown dog,TN
4276006683,6,what does the person do before the cat bites it in the middle?, put his finger into its mouth, put his finger into its mouth,rubs against him,bring it down,closed it eyes,sit up,TP
4822859674,8,what did the boy do before the lady gave him a sweet?, crawl towards her,take the balloon, crawl towards her,chase after him,run towards the boy,point at the bicycle,TP
4584426085,3,what did the lady do before dressing the dog?, pull the puppy back in the middle,avoid the lady,went ouside, pull the puppy back in the middle,walk across,walks back to the start,TP
4765717907,7,what did the boy do before the man carries him near the middle?, pick up the ball,look in the direction of ball,try to get ball back,kick the ball,look to the left, pick up the ball,TP
4372494989,7,what does the baby do before clasping his hands together?, be picked up,fall down,suck thumb, be picked up,reading book,crawling on the ground,TP
4967810888,6,what did the lady with blonde hair do before she sat down?, enter the room,stand up,leave the room,turn back to window,run towards the camera, enter the room,TP
6233408665,1,what did the girl in grey do before the girl in green pushed the board away?, put the board near her face,other side of table,raised up both hands,adjust the girl s clothes, put the board near her face,try to pull it open,TP
2984974097,7,what does the girl do before she keeps looking down at the pedal?, start paddling,continue cycling,said something,row using hands,floating, start paddling,TP
2679328607,7,what does the girl do before the boy bites the toy?, pass it to him,look down,kick her legs, pass it to him,turn to her,pick it up,TP
5256928210,4,what did the man do before petting the dog's body at the start?, pat the dog's head,continue rubbing dog s head,play with toy, pat the dog's head,smile,chasing its tail,TP
3526597179,6,what did the lady in white do before the lady in yellow turned behind her?, talk to her,hold the girl s hand,she drinks it,nods her ehad,moved, talk to her,TP
3121571439,7,what does the lady do before jumping at the end?, finish dancing,point to someone,repeats,hugs the man,put on man s shoulder, finish dancing,TP
2833209794,7,what does the man in black do before looking at the picture frames?, turn his body to face the wall,waiting,catch the ball,lean forward,walk towards the ladies, turn his body to face the wall,TP
4260763967,7,what did the boy in blue do before continuing to play with the toy at the middle?, turn his head behind,smiling,following him, turn his head behind,walk,scroll his computer,TP
11566930393,4,what does the other person do before the boy stands up in the middle?, remove the plastic wrap from the toy, remove the plastic wrap from the toy,put hand inside the toy,laugh,move forward and backwards,on the floor,TP
6018490041,5,what does the man in brown pants do before looking to the right at the start?, bend forward,touch his ears,hold his hands,stand in position, bend forward,pick up ball,TP
3708066257,8,what does the woman do before leaning on the man?, get to the side of him,happy,dance,playing golf, get to the side of him,wipe her face,TP
5801184682,5,what did the cat do before hiding behind?, cross the brown basket at the start,run away, cross the brown basket at the start,look into the toilet bowl,go near the table,jump down,TP
4189100053,5,what did the lady do before she licked her finger?, wipe the ice cream from the baby's mouth,clean the table,huge snowfall,walk off, wipe the ice cream from the baby's mouth,wipe it with tissue,TP
14003541505,4,what does the baby do before trying to crawl forward?, her hands touch the ground at the start,create waves,bites it, her hands touch the ground at the start,splashes the water in tub,play with owl toy,TP
9217939684,5,what does the baby do before hugging the woman?, approach the woman in singlet at the beginning,touch surface,put face close to baby, approach the woman in singlet at the beginning,turn back,steps on the toy,TP
3477387686,4,what did the girl do before the dog places its paw on her palm?, put her palm out,climb onto girl,jumped, put her palm out,kiss her,walk away,TP
4584426085,6,what did the puppy do before going to the person in sandals?, jump near the middle,close eyes and open mouth,lick the kid, jump near the middle,love,feeding,TP
2712662377,5,what does the turtle do before eating some more?, pull the leaf with its mouth, pull the leaf with its mouth,does nt like the taste at first,surface,walks away,crawl forward,TP
11541421563,8,what does the man in orange do before the woman in brown smiles in the middle?, points at the score,plays a card,throws her cards,gets off the bed, points at the score,pushes him back,TP
6253433310,4,what did the boy do before looking to the left?, his head first came up the water, his head first came up the water,standing still,sing,cover mouth,hit water,TP
2977504625,6,what did the boy in the car do before the boy in white looked behind at the middle?, look behind,pull his pants, look behind,screw it in,hold onto boy,shows his car too,TP
6988748711,8,what does the man in pink do before the woman in grey walks close to him near the beginning?, spread the cloth, spread the cloth,walk towards the girl with curly hair,hit her with cushion,clasp her hands,runs back,TP
6329954198,7,what did the man in beige shirt do before he rotates?, look away,move forward,walk forward,stand up, look away,play instrument,TP
9873067604,5,what did the boy with collar shirt do before talking?, look at the camera at first,stop crying,hold s the rod,look away, look at the camera at first,stick his tongue out,TP
6618792571,8,what did the girl do before she sat down?, knocked herself into the beanbag,laugh, knocked herself into the beanbag,pick it up again,hold a cross sign,puts it back,TP
5919180502,8,what did the lady do before walking towards the women at the ledge?, get off the chair,turn in front, get off the chair,pick up baby,push the chair back,walk sideways,TP
